评价类型,消费者,rating_raw,review_text,store_name,review_date,评价展示平台,商家回应,回应&盖楼内容,rating_label,senti_score,senti_label,key_topics,store_id
团购评价,幼哩个幼,5.0,这家人气好高，要排队等位，好在提前预约了，没有等太久，现场环境略微嘈杂，好在有个角落的位置空缺出来，和朋友聊天也算畅快～菜品量不算多的走精致路线，有些菜品没有，替换了别的菜品，点酒有杯子送，但是走的时候好看的杯子都没了也就没挑了～,流杯酒肆·台州Bistro,2025-05-10,点评,是,"【2025-05-10 14:27:22】商家:亲爱的顾客，您好！感谢您对我们餐厅的支持和详细评价！很高兴您喜欢我们的环境和菜品，尽管有些菜品没有，我们仍尽力提供替换。我们会继续保持，并期待您再次光临，享受更多美味和愉快的用餐体验！
",好评,0.1209,负面,"[""菜品"", ""杯子"", ""点酒"", ""等位"", ""空缺""]",1539873707
门店评价,小丫么小阿炳,5.0,酒调的非常好喝，菜品也不错 下次还会来,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 22:38:40】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的酒和菜品。我们将继续保持高品质，期待您再次光临，享受更多美味！
",好评,0.9405,正面,"[""酒调"", ""还会来"", ""好喝"", ""菜品"", ""下次""]",1539873707
门店评价,独特柔和嘀嗒蝉,4.5,环境很不错 酒也不错 很适合和朋友聊天,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 22:38:52】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境和酒品，并认为这里适合和朋友聊天。我们将继续保持，期待您和朋友再次光临！
",好评,0.9888,正面,"[""不错"", ""聊天"", ""适合"", ""朋友"", ""环境""]",1539873707
门店评价,Cassandraaa,4.0,环境很好、服务很好、食材新鲜，但是菜品的口味属实一般般,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 22:39:20】商家:亲爱的顾客，您好！感谢您对我们餐厅环境和服务的肯定，并分享您的用餐体验。我们会继续努力提升菜品口味，期待您再次光临，体验更多美味！
",好评,0.8991,正面,"[""一般般"", ""食材"", ""菜品"", ""属实"", ""口味""]",1539873707
门店评价,Ofcourse,4.5,排了很久终于吃上，推荐，很不错。,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 23:52:06】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的菜品感到满意。我们将继续保持高质量，期待您再次光临，享受更多美味！
",好评,0.9447,正面,"[""不错"", ""推荐"", ""终于""]",1539873707
门店评价,Green,5.0,台州人认可了，美味好吃呢,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 23:52:12】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！得知您对我们的菜品感到满意，我们非常荣幸。我们将继续保持高质量菜品，期待再次为您提供美好的用餐体验！
",好评,0.751,正面,"[""台州"", ""美味"", ""好吃"", ""认可""]",1539873707
门店评价,YeRIk_Leo,5.0,"味道好环境好
好吃爱吃
下次还来！",流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 23:52:23】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品和环境。我们将继续保持高质量的服务和美味，期待您再次光临！
",好评,0.9407,正面,"[""还来"", ""下次"", ""好吃"", ""味道"", ""环境""]",1539873707
门店评价,在沂蒙山打篮球的玉米糊,4.5,味道非常不错，喜欢海肠捞饭。值得再次光顾的台州菜！,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 23:52:29】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的海肠捞饭，这对我们是极大的鼓励。我们将继续保持高品质，期待再次为您服务！
",好评,0.882,正面,"[""捞饭"", ""海肠"", ""台州"", ""光顾"", ""味道""]",1539873707
门店评价,闵欣_5286,5.0,美食，美酒，美景。,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 23:52:55】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的美食和美景感到满意。我们将继续保持高品质，期待再次为您提供美好的用餐体验！
",好评,0.9732,正面,"[""美酒"", ""美景"", ""美食""]",1539873707
门店评价,珏_5331,4.5,很有氛围感，台州海鲜吃出日式小酒馆的感觉。摆盘有点意思，蛏子豆面很鲜。我对食物很满意。,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 23:53:01】商家:非常感谢您的好评！😊 很高兴听到您喜欢我们的氛围和菜品，特别是蛏子豆面。我们会继续努力，为您提供更好的美食体验。期待您的再次光临，祝您生活愉快！🍤🍜
",好评,0.9967,正面,"[""蛏子"", ""摆盘"", ""很鲜"", ""日式"", ""豆面""]",1539873707
打卡评价,minmin_12,4.5,"餐厅在陕西南路进贤路附近，临时选择了这家小酒馆，周末晚上5点半左右过去，庆幸还有位子，过不了多久就开始陆续来客人，陆续开始排队了，生意挺好的，如果没有预约，就还是要赶早过去，或者提前3到4天打电话预约，可以预约到靠窗位置。
我们4个人点了葱油白瓜子、臭豆腐虾仁、葱油小管、蛏子豆面、油渣菜尖、鸭舌鱼饼、海肠捞饭、芝士年糕。
蛏子豆面，一般比较多的是沙蒜豆面或者鲍鱼豆面，蛏子就有点差，但是制作的味道可以的，比较浓郁。
葱油小管，不错，小管品质不错，里面是带黄的。
臭豆腐虾仁，挺好吃的，臭豆腐味比较正，上头。
海肠捞饭，海肠切的比较细碎，料挺足的，味道也可以。
点睛之笔还是芝士年糕，端上来乍一看像蛋糕，其实是年糕，芝士和番薯夹心，糯糯的，挺好吃的，从来没吃到过的口感，虽然说要等较长时间，但值得了。
总体来说菜品上比较精致，量都不大，适合4人以内聚餐，不适合多人。从酒品上来说，我们点了鸡尾酒和白葡萄酒，必须是说说白葡萄酒，我点了一杯，上来的量只有葡萄酒杯里浅浅的一层，让我瞠目结舌，从来没看到哪里上葡萄酒只有这么点点的，店家给到的解释是单价便宜所以量少（46元一杯才75毫升，不便宜哦），突破了我的常识，建议店家可以给多一个正常的酒量的选择。
无论如何，相比“某百店”，这家的性价比还是挺高的，小酒馆氛围感十足，是约几个好友下班后放松小酌的好地方「海肠捞饭」「芝士红薯烤年糕」「猪油渣菜尖」「葱油海瓜子」「葱油山东小管」",流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-10 10:14:23】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的葱油小管、臭豆腐虾仁和芝士年糕。我们会继续保持高质量的菜品，并改进酒品的分量。期待您再次光临，享受更多美味！
【2025-05-10 10:33:53】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的葱油小管、臭豆腐虾仁和芝士年糕。我们会继续保持高质量的菜品，并改进酒品的分量。期待您再次光临，享受更多美味！
",好评,0.9999,正面,"[""葱油"", ""芝士"", ""小管"", ""豆面"", ""年糕""]",1539873707
门店评价,vivi_qin,4.5,一家很温馨的小店，朋友远方归来，一起聚餐，小海鲜很新鲜，推荐！,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 23:53:09】商家:亲爱的顾客，您好！感谢您选择我们的小店并分享您的美好时光。很高兴您和小朋友们喜欢我们的海鲜。我们将继续保持高品质，期待再次为您服务！
",好评,0.9986,正面,"[""聚餐"", ""海鲜"", ""小店"", ""温馨"", ""远方""]",1539873707
打卡评价,gjlday,4.5,每个菜都很用心，特别是芝士年糕，非常好吃，甜甜糯糯，简直绝了。普普通通的毛豆做得也很新鲜爽口,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 23:53:15】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的芝士年糕和毛豆，您的赞美让我们备受鼓舞。我们将继续保持用心烹饪每道菜品，期待您再次光临，品尝更多美味！
",好评,0.9793,正面,"[""芝士"", ""甜糯"", ""毛豆"", ""年糕"", ""爽口""]",1539873707
门店评价,Akemi_4121,5.0,意外发现的台州菜小酒馆，周五下班后来竟然座无虚席，菜品不错。推荐！,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 20:10:49】商家:亲爱的顾客，您好！感谢您对我们餐厅的推荐和好评！很高兴得知您喜欢我们的菜品，并选择在周五下班后来用餐。我们将继续保持高质量的菜品和服务，期待您再次光临！
",好评,0.9639,正面,"[""小酒馆"", ""座无虚席"", ""菜品"", ""台州"", ""下班""]",1539873707
门店评价,翠绿色嘴巴的暗绿色羊驼,3.5,甜口确实不太适合我,流杯酒肆·台州Bistro,2025-05-09,点评,是,"【2025-05-09 16:50:11】商家:尊敬的顾客，您好！非常抱歉我们的菜品未能符合您的口味。对于您提到的甜口问题，我们会认真考虑并努力改进，以更好地满足不同顾客的口味需求。希望您能再次光临，体验我们的改进！
",中评,0.3823,负面,"[""甜口"", ""不太"", ""适合"", ""确实""]",1539873707
门店评价,提拉米苏格拉底,5.0,"好吃哒 味道很不错
推荐会跳舞的茄子
海肠捞饭也很好吃",流杯酒肆·台州Bistro,2025-05-08,点评,是,"【2025-05-09 01:19:00】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的会跳舞的茄子和海肠捞饭。您的赞美让我们备受鼓舞。我们将继续保持高品质，期待再次为您服务！
",好评,0.882,正面,"[""好吃"", ""捞饭"", ""海肠"", ""茄子"", ""跳舞""]",1539873707
买单评价,Vincent,5.0,口味很好 餐厅颜值也很高,流杯酒肆·台州Bistro,2025-05-08,点评,是,"【2025-05-09 01:19:06】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您对我们的口味和餐厅颜值感到满意。我们将继续保持高品质，期待再次为您服务！
",好评,0.9653,正面,"[""颜值"", ""口味"", ""餐厅""]",1539873707
团购评价,匿名用户,4.0,"菜品量不大，但味道都很不错
小土豆烧排仔：排骨酥烂很入味，土豆口感很绵，整体调味偏甜口
雪绒鹅肝吐司：鹅肝洒在吐司上，入口即化、很细腻
台州炒麻糍：麻糍和豆芽韭菜鸡蛋一起炒，就喜欢这样糯叽叽的口感
他们家酒水很多但是看菜单都不是很吸引人",流杯酒肆·台州Bistro,2025-05-08,点评,是,"【2025-05-08 20:57:56】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的排骨、鹅肝吐司和炒麻糍。我们会继续保持高质量的菜品，期待您再次光临，品尝更多美味！
",好评,0.9895,正面,"[""吐司"", ""口感"", ""小土豆"", ""烧排"", ""很绵""]",1539873707
打卡评价,Vapor,5.0,主打的带鱼强烈推荐，环境也很符合我的预期,流杯酒肆·台州Bistro,2025-05-08,点评,是,"【2025-05-08 20:58:02】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的带鱼，并对环境感到满意。我们将继续保持高质量菜品和舒适环境，期待再次为您提供美好的用餐体验！
",好评,0.8836,正面,"[""强烈推荐"", ""主打"", ""带鱼"", ""符合"", ""环境""]",1539873707
团购评价,桃桃乌龙,4.0,"「本帮低温虾」低温虾鲜甜弹牙，好适合下酒。
「家烧黄鱼配年糕」鱼肉细嫩带汤汁，年糕吸足了黄鱼的鲜，软糯得能黏住筷子。
「沙蒜海参豆面」蛏子肥嫩，豆面吸满蒜香猪油香，嗦起来滑溜溜的带劲。
「怪味脆皮牛肉粒」我最爱，外层焦糖壳似的脆，咬开又是粉嫩多汁，连吃好几块。
「黑松露鹅肝家烧焖饭」鹅肝碎得像金沙，焖饭也偏油腻。
「芝士红薯烤年糕」意外惊喜，红薯泥甜糯混着芝士奶香，年糕皮烤得微焦，咸甜交织很妙。
整体菜量精致得像艺术品，适合喝酒聊天，若想填饱肚子还得加碗白饭。",流杯酒肆·台州Bistro,2025-05-07,点评,是,"【2025-05-08 00:00:45】商家:亲爱的顾客，您好！感谢您对我们餐厅的详细评价！很高兴您喜欢我们的低温虾、黄鱼配年糕和怪味脆皮牛肉粒。您的赞美让我们备受鼓舞。我们将继续保持高品质，期待再次为您服务！
",好评,0.0,负面,"[""年糕"", ""芝士"", ""焖饭"", ""豆面"", ""黄鱼""]",1539873707
门店评价,浦东卡戴珊,4.5,"这一家是又便宜又好吃
蛏子豆面也很鲜美 花螺很入味 黄鱼年糕也不错
黑松露的那个锅很好喝 台州麻糍原来是咸的 像干炒牛河那样的做法 但因为很q弹 确实也很好吃 全场没有踩雷
略微有一点点咸 但觉得很下酒 服务特别好 喜欢",流杯酒肆·台州Bistro,2025-05-07,点评,是,"【2025-05-07 22:10:54】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的蛏子豆面、花螺和黄鱼年糕，并且对黑松露锅和台州麻糍感到满意。我们会继续保持高质量菜品，期待您再次光临，享受更多美味！
",好评,0.9817,正面,"[""好吃"", ""蛏子"", ""花螺"", ""黑松"", ""牛河""]",1539873707
门店评价,lucyagu,5.0,"[米饭]口味：
菜很好吃，忘了拍照了[捂脸]，小酌量，又不至于空地喝酒
酒单很有趣，像相片册[愉快]点了2杯特调，很好喝，
还能再来",流杯酒肆·台州Bistro,2025-05-07,点评,是,"【2025-05-07 22:11:00】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的菜品和特调饮品，您的赞美让我们备受鼓舞。我们会继续保持高质量，期待您再次光临，享受更多美味！
",好评,0.0107,负面,"[""捂脸"", ""酒单"", ""特调"", ""酌量"", ""好喝""]",1539873707
打卡评价,neoZ,5.0,"来了就有位置 环境很好 歌曲很好听 不会太吵 适合喝酒聊天 很划算
[米饭]口味：好吃仔排很好吃
[服务铃]服务：服务很好的 都很贴心",流杯酒肆·台州Bistro,2025-05-07,点评,是,"【2025-05-07 22:11:06】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您喜欢我们的环境和音乐，并且对仔排和服务感到满意。我们会继续保持高质量的服务和菜品，期待您再次光临，享受更多美味时光！
",好评,0.9999,正面,"[""好吃"", ""服务"", ""太吵"", ""仔排"", ""贴心""]",1539873707
团购评价,GE馨儿,5.0,"太好吃了 连来三个月很好吃哦 都吃空盘了没来得几拍照
[米饭]口味：好吃的，豆面好吃
[服务铃]服务：很不错",流杯酒肆·台州Bistro,2025-05-07,点评,是,"【2025-05-07 22:11:11】商家:亲爱的顾客，您好！感谢您对我们餐厅的高度评价！很高兴您连续三个月光临并喜欢我们的菜品，特别是对豆面的赞美。我们将继续保持高质量菜品和优质服务，期待再次为您提供美好的用餐体验！
",好评,0.9444,正面,"[""好吃"", ""空盘"", ""连来"", ""豆面"", ""服务""]",1539873707
